vendor,query_date,timestamp,load_kw,solar_pv_kw,battery_kw,grid_kw,device_id
growatt,2025-09-23,2025-09-23T22:22:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:23:36,0.32,0.0,-0.51,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:24:36,0.29,0.0,-0.4768,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:25:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:26:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:27:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:28:36,0.29,0.0,-0.46,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:29:36,0.28,0.0,-0.4564,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:30:36,0.28,0.0,-0.46,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:31:36,0.27,0.0,-0.45,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:32:36,0.34,0.0,-0.53,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:33:36,0.35,0.0,-0.54,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:34:36,0.36,0.0,-0.54,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:35:36,0.36,0.0,-0.54,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:36:36,0.35,0.0,-0.54,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:37:36,0.38,0.0,-0.58,-0.2,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:38:36,0.38,0.0,-0.58,-0.2,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:39:36,0.37,0.0,-0.57,-0.2,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:40:36,0.38,0.0,-0.57,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:41:36,0.38,0.0,-0.57,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:42:36,0.38,0.0,-0.57,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:43:36,0.37,0.0,-0.56,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:44:36,0.38,0.0,-0.57,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:45:36,0.35,0.0,-0.53,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:46:36,0.35,0.0,-0.54,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:47:36,0.33,0.0,-0.52,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:48:36,0.34,0.0,-0.52,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:49:36,0.33,0.0,-0.52,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:50:36,0.31,0.0,-0.49,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:51:36,0.31,0.0,-0.49,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:52:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:53:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:54:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:55:36,0.3,0.0,-0.49,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:56:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:57:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:58:36,0.29,0.0,-0.48,-0.19,EGM7F5T043
growatt,2025-09-23,2025-09-23T22:59:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:00:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:01:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:02:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:03:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:04:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:05:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:06:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:07:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:08:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:09:36,0.3,0.0,-0.48,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:10:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:11:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:12:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:13:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:14:36,0.29,0.0,-0.47,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:15:36,0.23,0.0,-0.4,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:16:36,0.22,0.0,-0.4,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:17:36,0.23,0.0,-0.4,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:18:36,0.23,0.0,-0.41,-0.18,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:19:36,0.23,0.0,-0.4,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:20:36,0.23,0.0,-0.4,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:21:36,0.23,0.0,-0.4,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:22:36,0.23,0.0,-0.4,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:23:36,0.23,0.0,-0.4,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:24:36,0.18,0.0,-0.35,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:25:36,0.18,0.0,-0.35,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:26:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:27:36,0.18,0.0,-0.34,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:28:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:29:36,0.18,0.0,-0.35,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:30:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:31:36,0.18,0.0,-0.35,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:32:36,0.17,0.0,-0.347,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:33:36,0.18,0.0,-0.34,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:34:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:35:36,0.18,0.0,-0.34,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:36:36,0.18,0.0,-0.34,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:37:36,0.18,0.0,-0.34,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:38:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:39:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:40:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:41:36,0.18,0.0,-0.34,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:42:36,0.16,0.0,-0.33,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:43:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:44:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:45:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:46:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:47:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:48:36,0.17,0.0,-0.3358,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:49:36,0.16,0.0,-0.33,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:50:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:51:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:52:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:53:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:54:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:55:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:56:36,0.16,0.0,-0.33,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:57:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:58:36,0.17,0.0,-0.34,-0.17,EGM7F5T043
growatt,2025-09-23,2025-09-23T23:59:36,0.17,0.0,-0.33,-0.16,EGM7F5T043
